identifiant,nom_categorie,type_cat,url,id_parent
151,"Brouette, chariot",PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/equipement-du-jardin/brouette-chariot.html,25
152,Outils à main du jardinier,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/equipement-du-jardin/outils-a-main-du-jardinier.html,25
26,Motoculture,S_CAT,https://www.lamaison.fr/jardin-et-amenagement-exterieur/motoculture.html,4
153,"Motoculteur, motobineuse, tarière",PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/motoculture/motoculteur-motobineuse-tariere.html,26
154,Scarificateur,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/motoculture/scarificateur.html,26
155,"Tondeuse, autoportée, robot de tonte",PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/motoculture/tondeuse-autoportee-robot-de-tonte.html,26
156,Coupe bordure,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/motoculture/coupe-bordure.html,26
157,Taille-haie,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/motoculture/taille-haie.html,26
158,Débroussailleuse,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/motoculture/debroussailleuse.html,26
159,"Aspirateur, souffleur",PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/motoculture/aspirateur-souffleur.html,26
160,"Tronçonneuse, élagueuse",PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/motoculture/tronconneuse-elagueuse.html,26
161,Broyeur,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/motoculture/broyeur.html,26
162,"Fendeuse à bois, scie à bûche",PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/motoculture/fendeuse-a-bois-scie-a-buche.html,26
163,"Huile, consommable et pièce détachée",PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/motoculture/huile-consommable-et-piece-detachee.html,26
27,Aménagement extérieur,S_CAT,https://www.lamaison.fr/jardin-et-amenagement-exterieur/amenagement-exterieur.html,4
164,"Abri, carport",PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/amenagement-exterieur/abri-carport.html,27
165,"Clôture, grillage, occultation",PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/amenagement-exterieur/cloture-grillage-occultation.html,27
166,"Portail, portillon",PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/amenagement-exterieur/portail-portillon.html,27
167,Terrasse et sol extérieur,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/amenagement-exterieur/terrasse-et-sol-exterieur.html,27
168,Eclairage,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/amenagement-exterieur/eclairage.html,27
169,"Chauffage, brumisation",PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/amenagement-exterieur/chauffage-brumisation.html,27
28,Plein air,S_CAT,https://www.lamaison.fr/jardin-et-amenagement-exterieur/plein-air.html,4
170,Mobilier de jardin,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/plein-air/mobilier-de-jardin.html,28
171,Barbecue,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/plein-air/barbecue.html,28
172,Plancha,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/plein-air/plancha.html,28
173,Accessoires et housse,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/plein-air/accessoires-et-housse.html,28
174,"Combustible, allume feu",PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/plein-air/combustible-allume-feu.html,28
175,"Piscine, spa",PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/plein-air/piscine-spa.html,28
176,Jeu plein air,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/plein-air/jeu-plein-air.html,28
29,Décoration extérieure,S_CAT,https://www.lamaison.fr/jardin-et-amenagement-exterieur/decoration-exterieure.html,4
177,Décoration du jardin,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/decoration-exterieure/decoration-du-jardin.html,29
178,Bassin,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/decoration-exterieure/bassin.html,29
179,Galet décoratif,PAGE_LIST,https://www.lamaison.fr/jardin-et-amenagement-exterieur/decoration-exterieure/galet-decoratif.html,29
5,Animalerie,CAT,https://www.lamaison.fr/animalerie.html,
30,Chien,S_CAT,https://www.lamaison.fr/animalerie/chien.html,5
180,Alimentation,PAGE_LIST,https://www.lamaison.fr/animalerie/chien/alimentation.html,30
181,Friandise,PAGE_LIST,https://www.lamaison.fr/animalerie/chien/friandise.html,30
182,"Gamelle, distributeur",PAGE_LIST,https://www.lamaison.fr/animalerie/chien/gamelle-distributeur.html,30
183,Hygiène et soin,PAGE_LIST,https://www.lamaison.fr/animalerie/chien/hygiene-et-soin.html,30
184,Equipement de toilettage,PAGE_LIST,https://www.lamaison.fr/animalerie/chien/equipement-de-toilettage.html,30
185,Aide à l'éducation,PAGE_LIST,https://www.lamaison.fr/animalerie/chien/aide-a-l-education.html,30
186,Jouet et sport,PAGE_LIST,https://www.lamaison.fr/animalerie/chien/jouet-et-sport.html,30
187,Couchage,PAGE_LIST,https://www.lamaison.fr/animalerie/chien/couchage.html,30
188,Transport,PAGE_LIST,https://www.lamaison.fr/animalerie/chien/transport.html,30
189,Habitat,PAGE_LIST,https://www.lamaison.fr/animalerie/chien/habitat.html,30
190,"Sellerie, vêtement",PAGE_LIST,https://www.lamaison.fr/animalerie/chien/sellerie-vetement.html,30
31,Chat,S_CAT,https://www.lamaison.fr/animalerie/chat.html,5
191,Alimentation,PAGE_LIST,https://www.lamaison.fr/animalerie/chat/alimentation.html,31
192,Friandise,PAGE_LIST,https://www.lamaison.fr/animalerie/chat/friandise.html,31
193,"Gamelle, distributeur",PAGE_LIST,https://www.lamaison.fr/animalerie/chat/gamelle-distributeur.html,31
194,"Litière, accessoires",PAGE_LIST,https://www.lamaison.fr/animalerie/chat/litiere-accessoires.html,31
195,Hygiène et soin,PAGE_LIST,https://www.lamaison.fr/animalerie/chat/hygiene-et-soin.html,31
196,"Jouet, griffoir, arbre à chat",PAGE_LIST,https://www.lamaison.fr/animalerie/chat/jouet-griffoir-arbre-a-chat.html,31
197,Couchage,PAGE_LIST,https://www.lamaison.fr/animalerie/chat/couchage.html,31
198,Transport et chatière,PAGE_LIST,https://www.lamaison.fr/animalerie/chat/transport-et-chatiere.html,31
199,Sellerie,PAGE_LIST,https://www.lamaison.fr/animalerie/chat/sellerie.html,31
32,Oiseau de la nature,S_CAT,https://www.lamaison.fr/animalerie/oiseau-de-la-nature.html,5
200,Alimentation,PAGE_LIST,https://www.lamaison.fr/animalerie/oiseau-de-la-nature/alimentation.html,32
201,"Habitat, accessoires",PAGE_LIST,https://www.lamaison.fr/animalerie/oiseau-de-la-nature/habitat-accessoires.html,32
33,Oiseau,S_CAT,https://www.lamaison.fr/animalerie/oiseau.html,5
202,Alimentation,PAGE_LIST,https://www.lamaison.fr/animalerie/oiseau/alimentation.html,33
203,Friandise,PAGE_LIST,https://www.lamaison.fr/animalerie/oiseau/friandise.html,33
204,Hygiène et soin,PAGE_LIST,https://www.lamaison.fr/animalerie/oiseau/hygiene-et-soin.html,33
205,"Habitat, transport",PAGE_LIST,https://www.lamaison.fr/animalerie/oiseau/habitat-transport.html,33
206,Jouet,PAGE_LIST,https://www.lamaison.fr/animalerie/oiseau/jouet.html,33
34,Rongeur,S_CAT,https://www.lamaison.fr/animalerie/rongeur.html,5
207,Alimentation,PAGE_LIST,https://www.lamaison.fr/animalerie/rongeur/alimentation.html,34
208,Friandise,PAGE_LIST,https://www.lamaison.fr/animalerie/rongeur/friandise.html,34
209,Hygiène et soin,PAGE_LIST,https://www.lamaison.fr/animalerie/rongeur/hygiene-et-soin.html,34
210,"Cage, accessoires",PAGE_LIST,https://www.lamaison.fr/animalerie/rongeur/cage-accessoires.html,34
35,Poisson,S_CAT,https://www.lamaison.fr/animalerie/poisson.html,5
211,Alimentation,PAGE_LIST,https://www.lamaison.fr/animalerie/poisson/alimentation.html,35
212,Aquarium et meuble,PAGE_LIST,https://www.lamaison.fr/animalerie/poisson/aquarium-et-meuble.html,35
213,"Filtre, chauffage et éclairage",PAGE_LIST,https://www.lamaison.fr/animalerie/poisson/filtre-chauffage-et-eclairage.html,35
214,Traitement de l'eau,PAGE_LIST,https://www.lamaison.fr/animalerie/poisson/traitement-de-l-eau.html,35
215,Hygiène et soin,PAGE_LIST,https://www.lamaison.fr/animalerie/poisson/hygiene-et-soin.html,35
216,"Décoration, accessoires",PAGE_LIST,https://www.lamaison.fr/animalerie/poisson/decoration-accessoires.html,35
36,Reptile et amphibien,S_CAT,https://www.lamaison.fr/animalerie/reptile-et-amphibien.html,5
217,Alimentation,PAGE_LIST,https://www.lamaison.fr/animalerie/reptile-et-amphibien/alimentation.html,36
218,Hygiène et soin,PAGE_LIST,https://www.lamaison.fr/animalerie/reptile-et-amphibien/hygiene-et-soin.html,36
219,Terrarium,PAGE_LIST,https://www.lamaison.fr/animalerie/reptile-et-amphibien/terrarium.html,36
220,Aménagement de l'habitat et décoration,PAGE_LIST,https://www.lamaison.fr/animalerie/reptile-et-amphibien/amenagement-de-l-habitat-et-decoration.html,36
37,"Basse-cour, mouton, chèvre",S_CAT,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre.html,5
221,Alimentation,PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/alimentation.html,37
222,"Complément alimentaire, friandise",PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/complement-alimentaire-friandise.html,37
223,Hygiène et soin,PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/hygiene-et-soin.html,37
224,Habitat et transport,PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/habitat-et-transport.html,37
225,Couveuse,PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/couveuse.html,37
226,"Mangeoire, abreuvoir",PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/mangeoire-abreuvoir.html,37
227,Marquage et identification,PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/marquage-et-identification.html,37
228,Plumage,PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/plumage.html,37
229,"Grillage, clôture",PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/grillage-cloture.html,37
6,Activités de loisir,CAT,https://www.lamaison.fr/activites-de-loisir.html,
38,Equitation,S_CAT,https://www.lamaison.fr/activites-de-loisir/equitation.html,6
230,Alimentation équidés,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/alimentation-equides.html,38
231,"Pansage, soin du cheval",PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/pansage-soin-du-cheval.html,38
232,Equipement du cavalier,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/equipement-du-cavalier.html,38
233,Equipement du cheval,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/equipement-du-cheval.html,38
234,Equipement de la carrière,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/equipement-de-la-carriere.html,38
235,Matériel d'écurie,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/materiel-d-ecurie.html,38
236,Matériel de prairie,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/materiel-de-prairie.html,38
237,Clôture,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/cloture.html,38
39,Apiculture,S_CAT,https://www.lamaison.fr/activites-de-loisir/apiculture.html,6
238,Ruche et élément,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/apiculture/ruche-et-element.html,39
239,Equipement au rucher,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/apiculture/equipement-au-rucher.html,39
240,Cire d'abeille,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/apiculture/cire-d-abeille.html,39
241,Miellerie,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/apiculture/miellerie.html,39
242,Conditionnement et emballage,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/apiculture/conditionnement-et-emballage.html,39
243,Vêtement de l'apiculteur,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/apiculture/vetement-de-l-apiculteur.html,39
40,Chasse et pêche,S_CAT,https://www.lamaison.fr/activites-de-loisir/chasse-et-peche.html,6
244,Equipement du chasseur,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/chasse-et-peche/equipement-du-chasseur.html,40
245,Pêche à pied,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/chasse-et-peche/peche-a-pied.html,40
246,Pêche en mer,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/chasse-et-peche/peche-en-mer.html,40
247,Pêche en eau douce,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/chasse-et-peche/peche-en-eau-douce.html,40
248,Equipement du pêcheur,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/chasse-et-peche/equipement-du-pecheur.html,40
41,Outdoor,S_CAT,https://www.lamaison.fr/activites-de-loisir/outdoor.html,6
249,Météorologie,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/outdoor/meteorologie.html,41
250,"Observation, orientation",PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/outdoor/observation-orientation.html,41
251,"Bivouac, pique-nique",PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/outdoor/bivouac-pique-nique.html,41
252,Coutellerie,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/outdoor/coutellerie.html,41
42,Jouet et jeu,S_CAT,https://www.lamaison.fr/activites-de-loisir/jouet-et-jeu.html,6
253,Jouet miniature,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/jouet-et-jeu/jouet-miniature.html,42
254,Jouet à pédale,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/jouet-et-jeu/jouet-a-pedale.html,42
255,Jeu plein air,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/jouet-et-jeu/jeu-plein-air.html,42
256,Jeu de société,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/jouet-et-jeu/jeu-de-societe.html,42
7,Habillement et protection,CAT,https://www.lamaison.fr/habillement-et-protection.html,
43,Vêtement,S_CAT,https://www.lamaison.fr/habillement-et-protection/vetement.html,7
257,Vêtement de travail,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/vetement/vetement-de-travail.html,43
258,Vêtements de pluie,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/vetement/vetements-de-pluie.html,43
259,EPI équipement de protection,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/vetement/epi-equipement-de-protection.html,43
260,Gant,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/vetement/gant.html,43
261,"Bonnet, casquette, chapeau",PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/vetement/bonnet-casquette-chapeau.html,43
44,Chaussant,S_CAT,https://www.lamaison.fr/habillement-et-protection/chaussant.html,7
262,Chaussette,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/chaussant/chaussette.html,44
263,Chaussure,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/chaussant/chaussure.html,44
264,Botte,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/chaussant/botte.html,44
265,Cordonnerie,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/chaussant/cordonnerie.html,44
266,"Sabot, pantoufle",PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/chaussant/sabot-pantoufle.html,44
8,Cuisine et cave,CAT,https://www.lamaison.fr/cuisine-et-cave.html,
45,Cuisine et épicerie,S_CAT,https://www.lamaison.fr/cuisine-et-cave/cuisine-et-epicerie.html,8
267,Cuisson,PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/cuisine-et-epicerie/cuisson.html,45
268,"Préparation culinaire, ustensile",PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/cuisine-et-epicerie/preparation-culinaire-ustensile.html,45
269,"Epicerie, confiserie",PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/cuisine-et-epicerie/epicerie-confiserie.html,45
46,Conservation,S_CAT,https://www.lamaison.fr/cuisine-et-cave/conservation.html,8
270,"Bocal, boîte, terrine",PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/conservation/bocal-boite-terrine.html,46
271,"Stérilisation, conservation",PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/conservation/sterilisation-conservation.html,46
272,Emballage alimentaire,PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/conservation/emballage-alimentaire.html,46
47,Cave et mise en bouteille,S_CAT,https://www.lamaison.fr/cuisine-et-cave/cave-et-mise-en-bouteille.html,8
273,Cave,PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/cave-et-mise-en-bouteille/cave.html,47
274,Mise en bouteille,PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/cave-et-mise-en-bouteille/mise-en-bouteille.html,47
9,Boutique décoration et cadeau,CAT,https://www.lamaison.fr/boutique-decoration-et-cadeau.html,
48,Boutique cadeau,S_CAT,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau.html,9
275,Objet de décoration à poser,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/objet-de-decoration-a-poser.html,48
276,Décoration murale,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/decoration-murale.html,48
277,Décoration florale,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/decoration-florale.html,48
278,"Coussin, plaid",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/coussin-plaid.html,48
279,Mobilier,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/mobilier.html,48
280,"Bougie, senteur",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/bougie-senteur.html,48
281,Bien-être,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/bien-etre.html,48
282,Décoration de Noël,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/decoration-de-noel.html,48
49,Plante d'intérieur,S_CAT,https://www.lamaison.fr/boutique-decoration-et-cadeau/plante-d-interieur.html,9
283,Plante verte,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/plante-d-interieur/plante-verte.html,49
284,Terrarium,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/plante-d-interieur/terrarium.html,49
285,"Fleur séchée, stabilisée",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/plante-d-interieur/fleur-sechee-stabilisee.html,49
286,Plante artificielle décoration,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/plante-d-interieur/plante-artificielle-decoration.html,49
50,Pot et contenant intérieur,S_CAT,https://www.lamaison.fr/boutique-decoration-et-cadeau/pot-et-contenant-interieur.html,9
287,"Pot, cache pot",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/pot-et-contenant-interieur/pot-cache-pot.html,50
288,Contenant à réserve d'eau,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/pot-et-contenant-interieur/contenant-a-reserve-d-eau.html,50
289,Accessoires,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/pot-et-contenant-interieur/accessoires.html,50
290,"Vase, pot",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/pot-et-contenant-interieur/vase-pot.html,50
291,"Support contenant, accessoires",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/pot-et-contenant-interieur/support-contenant-accessoires.html,50
51,Librairie et multimédia,S_CAT,https://www.lamaison.fr/boutique-decoration-et-cadeau/librairie-et-multimedia.html,9
292,Livre,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/librairie-et-multimedia/livre.html,51
293,Calendrier,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/librairie-et-multimedia/calendrier.html,51
52,Papeterie et beaux arts,S_CAT,https://www.lamaison.fr/boutique-decoration-et-cadeau/papeterie-et-beaux-arts.html,9
294,"Papeterie, beaux arts",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/papeterie-et-beaux-arts/papeterie-beaux-arts.html,52
10,Accessoires Auto et vélo,CAT,https://www.lamaison.fr/accessoires-auto-et-velo.html,
53,Auto,S_CAT,https://www.lamaison.fr/accessoires-auto-et-velo/auto.html,10
295,Batterie,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/batterie.html,53
296,"Huile, filtration",PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/huile-filtration.html,53
297,Pneu,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/pneu.html,53
298,Remorque,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/remorque.html,53
299,"Signalisation, éclairage",PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/signalisation-eclairage.html,53
300,Entretien,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/entretien.html,53
301,Equipement habitacle,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/equipement-habitacle.html,53
302,Outillage du mécanicien,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/outillage-du-mecanicien.html,53
54,Vélo,S_CAT,https://www.lamaison.fr/accessoires-auto-et-velo/velo.html,10
303,"Pneu, chambre à air",PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/velo/pneu-chambre-a-air.html,54
304,"Entretien, réparation",PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/velo/entretien-reparation.html,54
305,Equipement du vélo,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/velo/equipement-du-velo.html,54
306,Accessoire du cycliste,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/velo/accessoire-du-cycliste.html,54
11,Chalet,CAT,https://www.lamaison.fr/chalet-3.html,
55,Sélection cadeaux,S_CAT,https://www.lamaison.fr/chalet/selection-cadeaux-3.html,11
307,Idées cadeaux,PAGE_LIST,https://www.lamaison.fr/chalet/selection-cadeaux/idees-cadeaux-3.html,55
308,Culinaire,PAGE_LIST,https://www.lamaison.fr/chalet/selection-cadeaux/culinaire-3.html,55
309,Electroportatif,PAGE_LIST,https://www.lamaison.fr/chalet/selection-cadeaux/electroportatif-3.html,55
310,Jouets,PAGE_LIST,https://www.lamaison.fr/chalet/selection-cadeaux/jouets-3.html,55
311,Les Bonnes affair€s,,https://www.lamaison.fr/les-bonnes-affaires.html,
